plane	u	v	itype	typecode	x0	y0	irot	nvertices	vx_0	vy_0	vx_1	vy_1	vx_2	vy_2	vx_3	vy_3	vx_4	vy_4	vx_5	vy_5	vx_6	vy_6	icassette	trigRate	trigLinks	dataRate_ld	dataLinks_ld	dataRate_hd	dataLinks_hd	MB	wagon	isEngine	nROCs	power	mrot	phi	HDorLD	hash	hash_hdld	engine_trig_fibres	engine_data_fibres	engine_ctrl_fibres	dataPp0	trigPp0	dataPp0_type	trigPp0_type	dataPp1	trigPp1	dataPp1_type	trigPp1_type	dataPp2	DAQ
27	11	6	ZPHSL0	ZPHSL0	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
27	11	6	CM3HTT	CM3HTT	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
27	9.5	5.5	EL10W0	EL10W0	1136.26	803.695	4	W	9	5	10	6	-	-	-	-	-	-	-	-	-	-	2	14	12	7	6	-	-	22	-	1	-	-	-	-	0	-	-	2	1	1	1	"TW.0:WM1.0,TW.1:WM1.1,TW.3:WM2.0,TW.4:WM2.1,TW.5:WM3.0,TW.6:WM3.1,TE.1:EM3.1,TE.2:EM3.0,TE.3:EM2.1,TE.4:EM2.0,TE.5:EM1.1,TE.6:EM1.0"	"D1.0:WM1.0,D1.1:WM2.0,D1.2:WM3.0,D1.4:EM1.0,D1.5:EM2.0,D1.6:EM3.0"	-	-	-	-	-	-	-
27	4	10	WW12A1	WW12A1	-159.119	1393.959	5	3	4	10	4	11	5	11	-	-	ZPHSN0	ZPHSL0	-	-	-	-	4	8	6	3	3	0	1	23	0	0	0	-	2	-	0	-	-	"TW.0:M1.0,TW.1:M1.1,TW.2:M1.2,X.0:M1.3,TW.3:M2.0,TW.4:M2.1,TW.5:M3.0,TW.6:M3.1"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	0100F3121d2030d20	-	"TW.0:M1.0,TW.1:M1.1,TW.3:M2.0,TW.4:M2.1,TW.5:M3.0,TW.6:M3.1"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	-	-	-	-	-	-	-
27	4	11	ZPHSN0	ZPHSN0	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
27	4	11	CM3HTT	CM3HTT	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
27	5	11	ZPHSL0	ZPHSL0	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
27	5	11	CM3HTT	CM3HTT	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
27	4	9.5	EL10W0	EL10W0	-127.89	1385.87	5	W	4	9	4	10	-	-	-	-	-	-	-	-	-	-	4	14	12	7	6	-	-	23	-	1	-	-	-	-	0	-	-	2	1	1	1	"TW.0:WM1.0,TW.1:WM1.1,TW.3:WM2.0,TW.4:WM2.1,TW.5:WM3.0,TW.6:WM3.1,TE.1:EM3.1,TE.2:EM3.0,TE.3:EM2.1,TE.4:EM2.0,TE.5:EM1.1,TE.6:EM1.0"	"D1.0:WM1.0,D1.1:WM2.0,D1.2:WM3.0,D1.4:EM1.0,D1.5:EM2.0,D1.6:EM3.0"	-	-	-	-	-	-	-
28	10	6	WW12A1	WW12A1	1127.651	834.789	4	3	10	6	11	7	11	6	-	-	ZPHSN0	ZPHSL0	-	-	-	-	2	8	6	3	3	0	1	24	0	0	0	-	1	-	0	-	-	"TW.0:M1.0,TW.1:M1.1,TW.2:M1.2,X.0:M1.3,TW.3:M2.0,TW.4:M2.1,TW.5:M3.0,TW.6:M3.1"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	0100F3121d2030d20	-	"TW.0:M1.0,TW.1:M1.1,TW.3:M2.0,TW.4:M2.1,TW.5:M3.0,TW.6:M3.1"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	-	-	-	-	-	-	-
28	11	7	ZPHSN0	ZPHSN0	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
28	11	7	CM3HTT	CM3HTT	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
28	11	6	ZPHSL0	ZPHSL0	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
28	11	6	CM3HTT	CM3HTT	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
28	9.5	5.5	EL10W0	EL10W0	1136.26	803.695	4	W	9	5	10	6	-	-	-	-	-	-	-	-	-	-	2	14	12	7	6	-	-	24	-	1	-	-	-	-	0	-	-	2	1	1	1	"TW.0:WM1.0,TW.1:WM1.1,TW.3:WM2.0,TW.4:WM2.1,TW.5:WM3.0,TW.6:WM3.1,TE.1:EM3.1,TE.2:EM3.0,TE.3:EM2.1,TE.4:EM2.0,TE.5:EM1.1,TE.6:EM1.0"	"D1.0:WM1.0,D1.1:WM2.0,D1.2:WM3.0,D1.4:EM1.0,D1.5:EM2.0,D1.6:EM3.0"	-	-	-	-	-	-	-
28	4	10	WW12A1	WW12A1	-159.119	1393.959	5	3	4	10	4	11	5	11	-	-	ZPHSN0	ZPHSL0	-	-	-	-	4	8	6	3	3	0	1	25	0	0	0	-	2	-	0	-	-	"TW.0:M1.0,TW.1:M1.1,TW.2:M1.2,X.0:M1.3,TW.3:M2.0,TW.4:M2.1,TW.5:M3.0,TW.6:M3.1"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	0100F3121d2030d20	-	"TW.0:M1.0,TW.1:M1.1,TW.3:M2.0,TW.4:M2.1,TW.5:M3.0,TW.6:M3.1"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	-	-	-	-	-	-	-
28	4	11	ZPHSN0	ZPHSN0	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
28	4	11	CM3HTT	CM3HTT	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
28	5	11	ZPHSL0	ZPHSL0	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
28	5	11	CM3HTT	CM3HTT	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
28	4	9.5	EL10W0	EL10W0	-127.89	1385.875	5	W	4	9	4	10	-	-	-	-	-	-	-	-	-	-	4	14	12	7	6	-	-	25	-	1	-	-	-	-	0	-	-	2	1	1	1	"TW.0:WM1.0,TW.1:WM1.1,TW.3:WM2.0,TW.4:WM2.1,TW.5:WM3.0,TW.6:WM3.1,TE.1:EM3.1,TE.2:EM3.0,TE.3:EM2.1,TE.4:EM2.0,TE.5:EM1.1,TE.6:EM1.0"	"D1.0:WM1.0,D1.1:WM2.0,D1.2:WM3.0,D1.4:EM1.0,D1.5:EM2.0,D1.6:EM3.0"	-	-	-	-	-	-	-
29	10	6	WW12A1	WW12A1	1127.651	834.789	4	3	10	6	11	7	11	6	-	-	ZPLRN0	ZPLRL0	-	-	-	-	2	8	6	3	3	0	1	22	0	0	0	-	1	-	0	-	-	"TW.0:M1.0,TW.1:M1.1,TW.2:M1.2,X.0:M1.3,TW.3:M2.0,TW.4:M2.1,TW.5:M3.0,TW.6:M3.1"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	0100F3121d2030d20	-	"TW.0:M1.0,TW.1:M1.1,TW.3:M2.0,TW.4:M2.1,TW.5:M3.0,TW.6:M3.1"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	-	-	-	-	-	-	-
29	11	7	ZPLRN0	ZPLRN0	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
29	11	7	CM3LRT	CM3LRT	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
29	11	6	ZPLRL0	ZPLRL0	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
29	11	6	CM3LRT	CM3LRT	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
29	9.5	5.5	EL10W0	EL10W0	1136.26	803.695	4	W	9	5	10	6	-	-	-	-	-	-	-	-	-	-	2	14	12	7	6	-	-	22	-	1	-	-	-	-	0	-	-	2	1	1	1	"TW.0:WM1.0,TW.1:WM1.1,TW.3:WM2.0,TW.4:WM2.1,TW.5:WM3.0,TW.6:WM3.1,TE.1:EM3.1,TE.2:EM3.0,TE.3:EM2.1,TE.4:EM2.0,TE.5:EM1.1,TE.6:EM1.0"	"D1.0:WM1.0,D1.1:WM2.0,D1.2:WM3.0,D1.4:EM1.0,D1.5:EM2.0,D1.6:EM3.0"	-	-	-	-	-	-	-
29	4	10	WW12A1	WW12A1	-159.119	1393.959	5	3	4	10	4	11	5	11	-	-	ZPLRN0	ZPLRL0	-	-	-	-	4	8	6	3	3	0	1	23	0	0	0	-	2	-	0	-	-	"TW.0:M1.0,TW.1:M1.1,TW.2:M1.2,X.0:M1.3,TW.3:M2.0,TW.4:M2.1,TW.5:M3.0,TW.6:M3.1"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	0100F3121d2030d20	-	"TW.0:M1.0,TW.1:M1.1,TW.3:M2.0,TW.4:M2.1,TW.5:M3.0,TW.6:M3.1"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	-	-	-	-	-	-	-
29	4	11	ZPLRN0	ZPLRN0	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
29	4	11	CM3LRT	CM3LRT	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
29	5	11	ZPLRL0	ZPLRL0	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
29	5	11	CM3LRT	CM3LRT	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
29	4	9.5	EL10W0	EL10W0	-127.89	1385.87	5	W	4	9	4	10	-	-	-	-	-	-	-	-	-	-	4	14	12	7	6	-	-	23	-	1	-	-	-	-	0	-	-	2	1	1	1	"TW.0:WM1.0,TW.1:WM1.1,TW.3:WM2.0,TW.4:WM2.1,TW.5:WM3.0,TW.6:WM3.1,TE.1:EM3.1,TE.2:EM3.0,TE.3:EM2.1,TE.4:EM2.0,TE.5:EM1.1,TE.6:EM1.0"	"D1.0:WM1.0,D1.1:WM2.0,D1.2:WM3.0,D1.4:EM1.0,D1.5:EM2.0,D1.6:EM3.0"	-	-	-	-	-	-	-
7	8	5	WE10A1	WE10A1	875.601	686.769	4	1	8	5	-	-	-	-	-	-	-	-	-	-	-	-	1	6	4	4	1	1	0	12	1	0	0	-	4	-	0	-	-	"TE.6:M1.0,TE.5:M1.1,TE.4:M1.2,TE.3:M1.3,TE.2:M1.4"	"D1.4:M1.0,D1.5:M1.1"	0001F50	TE.1:X.0	"TE.1:X.0,TE.3:M1.3,TE.4:M1.2,TE.5:M1.1,TE.6:M1.0"	D1.4:M1.0	-	-	-	-	-	-	-
7	3	8	WE10A1	WE10A1	-156.959	1101.677	5	1	3	8	-	-	-	-	-	-	-	-	-	-	-	-	2	6	4	4	1	1	0	112	1	0	0	-	5	-	0	-	-	"TE.6:M1.0,TE.5:M1.1,TE.4:M1.2,TE.3:M1.3,TE.2:M1.4"	"D1.4:M1.0,D1.5:M1.1"	0001F50	TE.1:X.0	"TE.1:X.0,TE.3:M1.3,TE.4:M1.2,TE.5:M1.1,TE.6:M1.0"	D1.4:M1.0	-	-	-	-	-	-	-
2	7	3	WE10A1	WE10A1	-864.92	414.9	0	1	7	3	-	-	-	-	-	-	-	-	-	-	-	-	1	6	0	4	1	1	0	11	1	0	0	-	0	-	0	-	-	"TE.6:M1.0,TE.5:M1.1,TE.4:M1.2,TE.3:M1.3,TE.2:M1.4"	"D1.4:M1.0,D1.5:M1.1"	0001F50	TE.1:X.0	-	D1.4:M1.0	-	-	-	-	-	-	-
2	4	7	WE10A1	WE10A1	-73.146	956.492	5	1	4	7	-	-	-	-	-	-	-	-	-	-	-	-	2	6	0	4	1	1	0	111	1	0	0	-	5	-	0	-	-	"TE.6:M1.0,TE.5:M1.1,TE.4:M1.2,TE.3:M1.3,TE.2:M1.4"	"D1.4:M1.0,D1.5:M1.1"	0001F50	TE.1:X.0	-	D1.4:M1.0	-	-	-	-	-	-	-
3	6	0	WE10A1	WE10A1	1071.13	-20.63	0	1	6	0	-	-	-	-	-	-	-	-	-	-	-	-	1	6	4	4	1	1	0	8	1	0	0	-	0	-	0	-	-	"TE.6:M1.0,TE.5:M1.1,TE.4:M1.2,TE.3:M1.3,TE.2:M1.4"	"D1.4:M1.0,D1.5:M1.1"	0001F50	TE.1:X.0	"TE.3:M1.3,TE.4:M1.2,TE.5:M1.1,TE.6:M1.0"	D1.4:M1.0	-	-	-	-	-	-	-
3	6	3	WE10A1	WE10A1	707.961	396.399	4	1	6	3	-	-	-	-	-	-	-	-	-	-	-	-	1	6	5	4	2	1	0	11	1	0	0	-	4	-	0	-	-	"TE.6:M1.0,TE.5:M1.1,TE.4:M1.2,TE.3:M1.3,TE.2:M1.4"	"D1.4:M1.0,D1.5:M1.1"	0001F50	TE.1:X.0	"TE.2:M1.4,TE.3:M1.3,TE.4:M1.2,TE.5:M1.1,TE.6:M1.0"	"D1.4:M1.0,D1.5:M1.1"	-	-	-	-	-	-	-
3	8	5	WE10A1	WE10A1	875.601	686.769	4	1	8	5	-	-	-	-	-	-	-	-	-	-	-	-	1	6	3	4	1	1	0	12	1	0	0	-	4	-	0	-	-	"TE.6:M1.0,TE.5:M1.1,TE.4:M1.2,TE.3:M1.3,TE.2:M1.4"	"D1.4:M1.0,D1.5:M1.1"	0001F50	TE.1:X.0	"TE.4:M1.2,TE.5:M1.1,TE.6:M1.0"	D1.4:M1.0	-	-	-	-	-	-	-
3	6	6	WE10A1	WE10A1	553.432	917.311	1	1	6	6	-	-	-	-	-	-	-	-	-	-	-	-	2	6	4	4	1	1	0	108	1	0	0	-	1	-	0	-	-	"TE.6:M1.0,TE.5:M1.1,TE.4:M1.2,TE.3:M1.3,TE.2:M1.4"	"D1.4:M1.0,D1.5:M1.1"	0001F50	TE.1:X.0	"TE.3:M1.3,TE.4:M1.2,TE.5:M1.1,TE.6:M1.0"	D1.4:M1.0	-	-	-	-	-	-	-
3	3	6	WE10A1	WE10A1	10.688	811.312	5	1	3	6	-	-	-	-	-	-	-	-	-	-	-	-	2	6	5	4	2	1	0	111	1	0	0	-	5	-	0	-	-	"TE.6:M1.0,TE.5:M1.1,TE.4:M1.2,TE.3:M1.3,TE.2:M1.4"	"D1.4:M1.0,D1.5:M1.1"	0001F50	TE.1:X.0	"TE.2:M1.4,TE.3:M1.3,TE.4:M1.2,TE.5:M1.1,TE.6:M1.0"	"D1.4:M1.0,D1.5:M1.1"	-	-	-	-	-	-	-
3	3	8	WE10A1	WE10A1	-156.959	1101.677	5	1	3	8	-	-	-	-	-	-	-	-	-	-	-	-	2	6	3	4	1	1	0	112	1	0	0	-	5	-	0	-	-	"TE.6:M1.0,TE.5:M1.1,TE.4:M1.2,TE.3:M1.3,TE.2:M1.4"	"D1.4:M1.0,D1.5:M1.1"	0001F50	TE.1:X.0	"TE.4:M1.2,TE.5:M1.1,TE.6:M1.0"	D1.4:M1.0	-	-	-	-	-	-	-
4	7	3	WE10A1	WE10A1	-864.92	414.9	0	1	7	3	-	-	-	-	-	-	-	-	-	-	-	-	1	6	0	4	1	1	0	11	1	0	0	-	0	-	0	-	-	"TE.6:M1.0,TE.5:M1.1,TE.4:M1.2,TE.3:M1.3,TE.2:M1.4"	"D1.4:M1.0,D1.5:M1.1"	0001F50	TE.1:X.0	-	D1.4:M1.0	-	-	-	-	-	-	-
4	4	7	WE10A1	WE10A1	-73.146	956.492	5	1	4	7	-	-	-	-	-	-	-	-	-	-	-	-	2	6	0	4	1	1	0	111	1	0	0	-	5	-	0	-	-	"TE.6:M1.0,TE.5:M1.1,TE.4:M1.2,TE.3:M1.3,TE.2:M1.4"	"D1.4:M1.0,D1.5:M1.1"	0001F50	TE.1:X.0	-	D1.4:M1.0	-	-	-	-	-	-	-
5	6	3	WE10A1	WE10A1	707.961	396.399	4	1	6	3	-	-	-	-	-	-	-	-	-	-	-	-	1	6	4	4	2	1	0	11	1	0	0	-	4	-	0	-	-	"TE.6:M1.0,TE.5:M1.1,TE.4:M1.2,TE.3:M1.3,TE.2:M1.4"	"D1.4:M1.0,D1.5:M1.1"	0001F50	TE.1:X.0	"TE.3:M1.3,TE.4:M1.2,TE.5:M1.1,TE.6:M1.0"	"D1.4:M1.0,D1.5:M1.1"	-	-	-	-	-	-	-
5	8	5	WE10A1	WE10A1	875.601	686.769	4	1	8	5	-	-	-	-	-	-	-	-	-	-	-	-	1	6	3	4	1	1	0	12	1	0	0	-	4	-	0	-	-	"TE.6:M1.0,TE.5:M1.1,TE.4:M1.2,TE.3:M1.3,TE.2:M1.4"	"D1.4:M1.0,D1.5:M1.1"	0001F50	TE.1:X.0	"TE.4:M1.2,TE.5:M1.1,TE.6:M1.0"	D1.4:M1.0	-	-	-	-	-	-	-
5	3	6	WE10A1	WE10A1	10.688	811.312	5	1	3	6	-	-	-	-	-	-	-	-	-	-	-	-	2	6	4	4	2	1	0	111	1	0	0	-	5	-	0	-	-	"TE.6:M1.0,TE.5:M1.1,TE.4:M1.2,TE.3:M1.3,TE.2:M1.4"	"D1.4:M1.0,D1.5:M1.1"	0001F50	TE.1:X.0	"TE.3:M1.3,TE.4:M1.2,TE.5:M1.1,TE.6:M1.0"	"D1.4:M1.0,D1.5:M1.1"	-	-	-	-	-	-	-
5	3	8	WE10A1	WE10A1	-156.959	1101.677	5	1	3	8	-	-	-	-	-	-	-	-	-	-	-	-	2	6	3	4	1	1	0	112	1	0	0	-	5	-	0	-	-	"TE.6:M1.0,TE.5:M1.1,TE.4:M1.2,TE.3:M1.3,TE.2:M1.4"	"D1.4:M1.0,D1.5:M1.1"	0001F50	TE.1:X.0	"TE.4:M1.2,TE.5:M1.1,TE.6:M1.0"	D1.4:M1.0	-	-	-	-	-	-	-
7	6	3	WE10A1	WE10A1	707.961	396.399	4	1	6	3	-	-	-	-	-	-	-	-	-	-	-	-	1	6	4	4	2	1	0	6	1	0	0	-	4	-	0	-	-	"TE.6:M1.0,TE.5:M1.1,TE.4:M1.2,TE.3:M1.3,TE.2:M1.4"	"D1.4:M1.0,D1.5:M1.1"	0001F50	TE.1:X.0	"TE.3:M1.3,TE.4:M1.2,TE.5:M1.1,TE.6:M1.0"	"D1.4:M1.0,D1.5:M1.1"	-	-	-	-	-	-	-
7	3	6	WE10A1	WE10A1	10.688	811.312	5	1	3	6	-	-	-	-	-	-	-	-	-	-	-	-	2	6	4	4	2	1	0	106	1	0	0	-	5	-	0	-	-	"TE.6:M1.0,TE.5:M1.1,TE.4:M1.2,TE.3:M1.3,TE.2:M1.4"	"D1.4:M1.0,D1.5:M1.1"	0001F50	TE.1:X.0	"TE.3:M1.3,TE.4:M1.2,TE.5:M1.1,TE.6:M1.0"	"D1.4:M1.0,D1.5:M1.1"	-	-	-	-	-	-	-
9	6	3	WE10A1	WE10A1	707.961	396.399	4	1	6	3	-	-	-	-	-	-	-	-	-	-	-	-	1	6	4	4	1	1	0	6	1	0	0	-	4	-	0	-	-	"TE.6:M1.0,TE.5:M1.1,TE.4:M1.2,TE.3:M1.3,TE.2:M1.4"	"D1.4:M1.0,D1.5:M1.1"	0001F50	TE.1:X.0	"TE.3:M1.3,TE.4:M1.2,TE.5:M1.1,TE.6:M1.0"	D1.4:M1.0	-	-	-	-	-	-	-
9	8	5	WE10A1	WE10A1	875.601	686.769	4	1	8	5	-	-	-	-	-	-	-	-	-	-	-	-	1	6	4	4	1	1	0	12	1	0	0	-	4	-	0	-	-	"TE.6:M1.0,TE.5:M1.1,TE.4:M1.2,TE.3:M1.3,TE.2:M1.4"	"D1.4:M1.0,D1.5:M1.1"	0001F50	TE.1:X.0	"TE.3:M1.3,TE.4:M1.2,TE.5:M1.1,TE.6:M1.0"	D1.4:M1.0	-	-	-	-	-	-	-
9	3	6	WE10A1	WE10A1	10.688	811.312	5	1	3	6	-	-	-	-	-	-	-	-	-	-	-	-	2	6	4	4	1	1	0	106	1	0	0	-	5	-	0	-	-	"TE.6:M1.0,TE.5:M1.1,TE.4:M1.2,TE.3:M1.3,TE.2:M1.4"	"D1.4:M1.0,D1.5:M1.1"	0001F50	TE.1:X.0	"TE.3:M1.3,TE.4:M1.2,TE.5:M1.1,TE.6:M1.0"	D1.4:M1.0	-	-	-	-	-	-	-
9	3	8	WE10A1	WE10A1	-156.959	1101.677	5	1	3	8	-	-	-	-	-	-	-	-	-	-	-	-	2	6	4	4	1	1	0	112	1	0	0	-	5	-	0	-	-	"TE.6:M1.0,TE.5:M1.1,TE.4:M1.2,TE.3:M1.3,TE.2:M1.4"	"D1.4:M1.0,D1.5:M1.1"	0001F50	TE.1:X.0	"TE.3:M1.3,TE.4:M1.2,TE.5:M1.1,TE.6:M1.0"	D1.4:M1.0	-	-	-	-	-	-	-
11	8	5	WE10A1	WE10A1	875.601	686.769	4	1	8	5	-	-	-	-	-	-	-	-	-	-	-	-	1	6	4	4	1	1	0	6	1	0	0	-	4	-	0	-	-	"TE.6:M1.0,TE.5:M1.1,TE.4:M1.2,TE.3:M1.3,TE.2:M1.4"	"D1.4:M1.0,D1.5:M1.1"	0001F50	TE.1:X.0	"TE.3:M1.3,TE.4:M1.2,TE.5:M1.1,TE.6:M1.0"	D1.4:M1.0	-	-	-	-	-	-	-
11	6	3	WE10A1	WE10A1	707.961	396.399	4	1	6	3	-	-	-	-	-	-	-	-	-	-	-	-	1	6	4	4	1	1	0	12	1	0	0	-	4	-	0	-	-	"TE.6:M1.0,TE.5:M1.1,TE.4:M1.2,TE.3:M1.3,TE.2:M1.4"	"D1.4:M1.0,D1.5:M1.1"	0001F50	TE.1:X.0	"TE.3:M1.3,TE.4:M1.2,TE.5:M1.1,TE.6:M1.0"	D1.4:M1.0	-	-	-	-	-	-	-
11	3	8	WE10A1	WE10A1	-156.959	1101.677	5	1	3	8	-	-	-	-	-	-	-	-	-	-	-	-	2	6	4	4	1	1	0	106	1	0	0	-	5	-	0	-	-	"TE.6:M1.0,TE.5:M1.1,TE.4:M1.2,TE.3:M1.3,TE.2:M1.4"	"D1.4:M1.0,D1.5:M1.1"	0001F50	TE.1:X.0	"TE.3:M1.3,TE.4:M1.2,TE.5:M1.1,TE.6:M1.0"	D1.4:M1.0	-	-	-	-	-	-	-
11	3	6	WE10A1	WE10A1	10.688	811.312	5	1	3	6	-	-	-	-	-	-	-	-	-	-	-	-	2	6	4	4	1	1	0	112	1	0	0	-	5	-	0	-	-	"TE.6:M1.0,TE.5:M1.1,TE.4:M1.2,TE.3:M1.3,TE.2:M1.4"	"D1.4:M1.0,D1.5:M1.1"	0001F50	TE.1:X.0	"TE.3:M1.3,TE.4:M1.2,TE.5:M1.1,TE.6:M1.0"	D1.4:M1.0	-	-	-	-	-	-	-
13	8	5	WE10A1	WE10A1	875.601	686.769	4	1	8	5	-	-	-	-	-	-	-	-	-	-	-	-	1	6	4	4	1	1	0	6	1	0	0	-	4	-	0	-	-	"TE.6:M1.0,TE.5:M1.1,TE.4:M1.2,TE.3:M1.3,TE.2:M1.4"	"D1.4:M1.0,D1.5:M1.1"	0001F50	TE.1:X.0	"TE.3:M1.3,TE.4:M1.2,TE.5:M1.1,TE.6:M1.0"	D1.4:M1.0	-	-	-	-	-	-	-
13	6	3	WE10A1	WE10A1	707.961	396.399	4	1	6	3	-	-	-	-	-	-	-	-	-	-	-	-	1	6	4	4	1	1	0	13	1	0	0	-	4	-	0	-	-	"TE.6:M1.0,TE.5:M1.1,TE.4:M1.2,TE.3:M1.3,TE.2:M1.4"	"D1.4:M1.0,D1.5:M1.1"	0001F50	TE.1:X.0	"TE.3:M1.3,TE.4:M1.2,TE.5:M1.1,TE.6:M1.0"	D1.4:M1.0	-	-	-	-	-	-	-
13	3	8	WE10A1	WE10A1	-156.959	1101.677	5	1	3	8	-	-	-	-	-	-	-	-	-	-	-	-	2	6	4	4	1	1	0	106	1	0	0	-	5	-	0	-	-	"TE.6:M1.0,TE.5:M1.1,TE.4:M1.2,TE.3:M1.3,TE.2:M1.4"	"D1.4:M1.0,D1.5:M1.1"	0001F50	TE.1:X.0	"TE.3:M1.3,TE.4:M1.2,TE.5:M1.1,TE.6:M1.0"	D1.4:M1.0	-	-	-	-	-	-	-
13	3	6	WE10A1	WE10A1	10.688	811.312	5	1	3	6	-	-	-	-	-	-	-	-	-	-	-	-	2	6	4	4	1	1	0	113	1	0	0	-	5	-	0	-	-	"TE.6:M1.0,TE.5:M1.1,TE.4:M1.2,TE.3:M1.3,TE.2:M1.4"	"D1.4:M1.0,D1.5:M1.1"	0001F50	TE.1:X.0	"TE.3:M1.3,TE.4:M1.2,TE.5:M1.1,TE.6:M1.0"	D1.4:M1.0	-	-	-	-	-	-	-
