plane	u	v	itype	typecode	x0	y0	irot	nvertices	vx_0	vy_0	vx_1	vy_1	vx_2	vy_2	vx_3	vy_3	vx_4	vy_4	vx_5	vy_5	vx_6	vy_6	icassette	trigRate	trigLinks	dataRate_ld	dataLinks_ld	dataRate_hd	dataLinks_hd	MB	wagon	isEngine	nROCs	power	mrot	phi	HDorLD	hash	hash_hdld	engine_trig_fibres	engine_data_fibres	engine_ctrl_fibres	dataPp0	trigPp0	dataPp0_type	trigPp0_type	dataPp1	trigPp1	dataPp1_type	trigPp1_type	dataPp2	DAQ
36	4	10	WW12A1	WW12A1	-159.119	1297.179	5	3	4	10	4	11	5	11	-	-	ZPHSN0	ZPHSN0	-	-	-	-	4	8	6	3	3	0	1	3	0	0	0	-	2	-	0	-	-	"TW.0:M1.0,TW.1:M1.1,TW.2:M1.2,X.0:M1.3,TW.3:M2.0,TW.4:M2.1,TW.5:M3.0,TW.6:M3.1"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	0100F3121d2030d20	-	"TW.0:M1.0,TW.1:M1.1,TW.3:M2.0,TW.4:M2.1,TW.5:M3.0,TW.6:M3.1"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	-	-	-	-	-	-	-
36	4	11	ZPHSN0	ZPHSN0	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
36	4	11	CM3SRD	CM3SRD	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
36	5	11	ZPHSN0	ZPHSN0	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
36	5	11	CM3SLT	CM3SLT	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
36	4	9.5	EL10W0	EL10W0	-127.89	1289.085	5	W	4	9	4	10	-	-	-	-	-	-	-	-	-	-	4	14	12	7	6	-	-	3	-	1	-	-	-	-	0	-	-	2	1	1	1	"TW.0:WM1.0,TW.1:WM1.1,TW.3:WM2.0,TW.4:WM2.1,TW.5:WM3.0,TW.6:WM3.1,TE.1:EM3.1,TE.2:EM3.0,TE.3:EM2.1,TE.4:EM2.0,TE.5:EM1.1,TE.6:EM1.0"	"D1.0:WM1.0,D1.1:WM2.0,D1.2:WM3.0,D1.4:EM1.0,D1.5:EM2.0,D1.6:EM3.0"	-	-	-	-	-	-	-
37	9	5	WW12A1	WW12A1	1043.831	786.389	4	3	9	5	10	6	10	5	-	-	ZPHSN0	ZPHSN0	-	-	-	-	2	8	6	3	3	0	1	11	0	0	0	-	1	-	0	-	-	"TW.0:M1.0,TW.1:M1.1,TW.2:M1.2,X.0:M1.3,TW.3:M2.0,TW.4:M2.1,TW.5:M3.0,TW.6:M3.1"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	0100F3121d2030d20	-	"TW.0:M1.0,TW.1:M1.1,TW.3:M2.0,TW.4:M2.1,TW.5:M3.0,TW.6:M3.1"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	-	-	-	-	-	-	-
37	10	6	ZPHSN0	ZPHSN0	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
37	10	6	CM3SRD	CM3SRD	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
37	10	5	ZPHSN0	ZPHSN0	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
37	10	5	CM3SLT	CM3SLT	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
37	8.5	4.5	EL10W0	EL10W0	1052.435	755.3	4	W	8	4	9	5	-	-	-	-	-	-	-	-	-	-	2	14	12	7	6	-	-	11	-	1	-	-	-	-	0	-	-	2	1	1	1	"TW.0:WM1.0,TW.1:WM1.1,TW.3:WM2.0,TW.4:WM2.1,TW.5:WM3.0,TW.6:WM3.1,TE.1:EM3.1,TE.2:EM3.0,TE.3:EM2.1,TE.4:EM2.0,TE.5:EM1.1,TE.6:EM1.0"	"D1.0:WM1.0,D1.1:WM2.0,D1.2:WM3.0,D1.4:EM1.0,D1.5:EM2.0,D1.6:EM3.0"	-	-	-	-	-	-	-
38	4	9	WW12A1	WW12A1	-75.299	1151.989	5	3	4	9	4	10	5	10	-	-	ZPHSN0	ZPHSN0	-	-	-	-	4	8	6	3	3	0	1	15	0	0	0	-	2	-	0	-	-	"TW.0:M1.0,TW.1:M1.1,TW.2:M1.2,X.0:M1.3,TW.3:M2.0,TW.4:M2.1,TW.5:M3.0,TW.6:M3.1"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	0100F3121d2030d20	-	"TW.0:M1.0,TW.1:M1.1,TW.3:M2.0,TW.4:M2.1,TW.5:M3.0,TW.6:M3.1"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	-	-	-	-	-	-	-
38	4	10	ZPHSN0	ZPHSN0	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
38	4	10	CM3SRD	CM3SRD	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
38	5	10	ZPHSN0	ZPHSN0	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
38	5	10	CM3SLT	CM3SLT	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
38	4	8.5	EL10W0	EL10W0	-44.07	1143.9	5	W	4	8	4	9	-	-	-	-	-	-	-	-	-	-	4	14	8	7	4	-	-	15	-	1	-	-	-	-	0	-	-	2	1	1	1	"TW.0:WM1.0,TW.1:WM1.1,TW.3:WM2.0,TW.4:WM2.1,TW.5:WM3.0,TW.6:WM3.1,TE.5:EM1.1,TE.6:EM1.0"	"D1.0:WM1.0,D1.1:WM2.0,D1.2:WM3.0,D1.4:EM1.0"	-	-	-	-	-	-	-
39	8	4	WW12A1	WW12A1	960.001	641.209	4	3	8	4	9	5	9	4	-	-	ZPHSN0	ZPHSN0	-	-	-	-	2	8	6	3	3	0	1	15	0	0	0	-	1	-	0	-	-	"TW.0:M1.0,TW.1:M1.1,TW.2:M1.2,X.0:M1.3,TW.3:M2.0,TW.4:M2.1,TW.5:M3.0,TW.6:M3.1"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	0100F3121d2030d20	-	"TW.0:M1.0,TW.1:M1.1,TW.3:M2.0,TW.4:M2.1,TW.5:M3.0,TW.6:M3.1"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	-	-	-	-	-	-	-
39	9	5	ZPHSN0	ZPHSN0	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
39	9	5	CM3SRD	CM3SRD	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
39	9	4	ZPHSN0	ZPHSN0	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
39	9	4	CM3SLT	CM3SLT	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
39	7.5	3.5	EL10W0	EL10W0	968.61	610.12	4	W	7	3	8	4	-	-	-	-	-	-	-	-	-	-	2	14	8	7	4	-	-	15	-	1	-	-	-	-	0	-	-	2	1	1	1	"TW.0:WM1.0,TW.1:WM1.1,TW.3:WM2.0,TW.4:WM2.1,TW.5:WM3.0,TW.6:WM3.1,TE.5:EM1.1,TE.6:EM1.0"	"D1.0:WM1.0,D1.1:WM2.0,D1.2:WM3.0,D1.4:EM1.0"	-	-	-	-	-	-	-
40	7	5	WW12A1	WW12A1	708.541	592.819	4	3	7	5	8	6	8	5	-	-	ZPLRN0	ZPRLN0	-	-	-	-	2	8	6	3	3	0	1	7	0	0	0	-	1	-	0	-	-	"TW.0:M1.0,TW.1:M1.1,TW.2:M1.2,X.0:M1.3,TW.3:M2.0,TW.4:M2.1,TW.5:M3.0,TW.6:M3.1"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	0100F3121d2030d20	-	"TW.0:M1.0,TW.1:M1.1,TW.3:M2.0,TW.4:M2.1,TW.5:M3.0,TW.6:M3.1"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	-	-	-	-	-	-	-
40	8	6	ZPLRN0	ZPLRN0	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
40	8	6	CM3LRT	CM3LRT	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
40	8	5	ZPRLN0	ZPRLN0	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
40	8	5	CM3RLD	CM3RLD	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
40	6.5	4.5	EL10W0	EL10W0	717.15	561.73	4	W	6	4	7	5	-	-	-	-	-	-	-	-	-	-	2	14	12	7	6	-	-	7	-	1	-	-	-	-	0	-	-	2	1	1	1	"TW.0:WM1.0,TW.1:WM1.1,TW.3:WM2.0,TW.4:WM2.1,TW.5:WM3.0,TW.6:WM3.1,TE.1:EM3.1,TE.2:EM3.0,TE.3:EM2.1,TE.4:EM2.0,TE.5:EM1.1,TE.6:EM1.0"	"D1.0:WM1.0,D1.1:WM2.0,D1.2:WM3.0,D1.4:EM1.0,D1.5:EM2.0,D1.6:EM3.0"	-	-	-	-	-	-	-
41	2	6	WW12A1	WW12A1	-159.119	910.029	5	3	2	6	2	7	3	7	-	-	ZPLRN0	ZPRLN0	-	-	-	-	4	8	6	3	3	0	1	2	0	0	0	-	2	-	0	-	-	"TW.0:M1.0,TW.1:M1.1,TW.2:M1.2,X.0:M1.3,TW.3:M2.0,TW.4:M2.1,TW.5:M3.0,TW.6:M3.1"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	0100F3121d2030d20	-	"TW.0:M1.0,TW.1:M1.1,TW.3:M2.0,TW.4:M2.1,TW.5:M3.0,TW.6:M3.1"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	-	-	-	-	-	-	-
41	2	7	ZPLRN0	ZPLRN0	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
41	2	7	CM3LRT	CM3LRT	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
41	3	7	ZPRLN0	ZPRLN0	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
41	3	7	CM3RLD	CM3RLD	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
41	2	5.5	EL10W0	EL10W0	-127.89	901.935	5	W	2	5	2	6	-	-	-	-	-	-	-	-	-	-	4	14	12	7	6	-	-	2	-	1	-	-	-	-	0	-	-	2	1	1	1	"TW.0:WM1.0,TW.1:WM1.1,TW.3:WM2.0,TW.4:WM2.1,TW.5:WM3.0,TW.6:WM3.1,TE.1:EM3.1,TE.2:EM3.0,TE.3:EM2.1,TE.4:EM2.0,TE.5:EM1.1,TE.6:EM1.0"	"D1.0:WM1.0,D1.1:WM2.0,D1.2:WM3.0,D1.4:EM1.0,D1.5:EM2.0,D1.6:EM3.0"	-	-	-	-	-	-	-
42	7	5	WW12A1	WW12A1	708.541	592.819	4	3	7	5	8	6	8	5	-	-	ZPLRN0	ZPRLN0	-	-	-	-	2	8	6	3	3	0	1	7	0	0	0	-	1	-	0	-	-	"TW.0:M1.0,TW.1:M1.1,TW.2:M1.2,X.0:M1.3,TW.3:M2.0,TW.4:M2.1,TW.5:M3.0,TW.6:M3.1"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	0100F3121d2030d20	-	"TW.0:M1.0,TW.1:M1.1,TW.3:M2.0,TW.4:M2.1,TW.5:M3.0,TW.6:M3.1"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	-	-	-	-	-	-	-
42	8	6	ZPLRN0	ZPLRN0	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
42	8	6	CM3LRT	CM3LRT	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
42	8	5	ZPRLN0	ZPRLN0	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
42	8	5	CM3RLD	CM3RLD	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
42	6.5	4.5	EL10W0	EL10W0	717.15	561.73	4	W	6	4	7	5	-	-	-	-	-	-	-	-	-	-	2	14	12	7	6	-	-	7	-	1	-	-	-	-	0	-	-	2	1	1	1	"TW.0:WM1.0,TW.1:WM1.1,TW.3:WM2.0,TW.4:WM2.1,TW.5:WM3.0,TW.6:WM3.1,TE.1:EM3.1,TE.2:EM3.0,TE.3:EM2.1,TE.4:EM2.0,TE.5:EM1.1,TE.6:EM1.0"	"D1.0:WM1.0,D1.1:WM2.0,D1.2:WM3.0,D1.4:EM1.0,D1.5:EM2.0,D1.6:EM3.0"	-	-	-	-	-	-	-
43	2	6	WW12A1	WW12A1	-159.119	910.029	5	3	2	6	2	7	3	7	-	-	ZPLRN0	ZPRLN0	-	-	-	-	4	8	6	3	3	0	1	2	0	0	0	-	2	-	0	-	-	"TW.0:M1.0,TW.1:M1.1,TW.2:M1.2,X.0:M1.3,TW.3:M2.0,TW.4:M2.1,TW.5:M3.0,TW.6:M3.1"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	0100F3121d2030d20	-	"TW.0:M1.0,TW.1:M1.1,TW.3:M2.0,TW.4:M2.1,TW.5:M3.0,TW.6:M3.1"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	-	-	-	-	-	-	-
43	2	7	ZPLRN0	ZPLRN0	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
43	2	7	CM3LRT	CM3LRT	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
43	3	7	ZPRLN0	ZPRLN0	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
43	3	7	CM3RLD	CM3RLD	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
43	2	5.5	EL10W0	EL10W0	-127.89	901.935	5	W	2	5	2	6	-	-	-	-	-	-	-	-	-	-	4	14	12	7	6	-	-	2	-	1	-	-	-	-	0	-	-	2	1	1	1	"TW.0:WM1.0,TW.1:WM1.1,TW.3:WM2.0,TW.4:WM2.1,TW.5:WM3.0,TW.6:WM3.1,TE.1:EM3.1,TE.2:EM3.0,TE.3:EM2.1,TE.4:EM2.0,TE.5:EM1.1,TE.6:EM1.0"	"D1.0:WM1.0,D1.1:WM2.0,D1.2:WM3.0,D1.4:EM1.0,D1.5:EM2.0,D1.6:EM3.0"	-	-	-	-	-	-	-
44	6	4	WW12A1	WW12A1	624.721	447.639	4	3	6	4	7	5	7	4	-	-	ZPLRN0	ZPRLN0	-	-	-	-	2	8	6	3	3	0	1	5	0	0	0	-	1	-	0	-	-	"TW.0:M1.0,TW.1:M1.1,TW.2:M1.2,X.0:M1.3,TW.3:M2.0,TW.4:M2.1,TW.5:M3.0,TW.6:M3.1"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	0100F3121d2030d20	-	"TW.0:M1.0,TW.1:M1.1,TW.3:M2.0,TW.4:M2.1,TW.5:M3.0,TW.6:M3.1"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	-	-	-	-	-	-	-
44	7	5	ZPLRN0	ZPLRN0	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
44	7	5	CM3LRT	CM3LRT	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
44	7	4	ZPRLN0	ZPRLN0	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
44	7	4	CM3RLD	CM3RLD	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
44	5.5	3.5	EL10W0	EL10W0	633.33	416.545	4	W	5	3	6	4	-	-	-	-	-	-	-	-	-	-	2	14	8	7	4	-	-	5	-	1	-	-	-	-	0	-	-	2	1	1	1	"TW.0:WM1.0,TW.1:WM1.1,TW.3:WM2.0,TW.4:WM2.1,TW.5:WM3.0,TW.6:WM3.1,TE.5:EM1.1,TE.6:EM1.0"	"D1.0:WM1.0,D1.1:WM2.0,D1.2:WM3.0,D1.4:EM1.0"	-	-	-	-	-	-	-
45	2	5	WW12A1	WW12A1	-75.299	764.839	5	3	2	5	2	6	3	6	-	-	ZPLRN0	ZPRLN0	-	-	-	-	4	8	6	3	3	0	1	1	0	0	0	-	2	-	0	-	-	"TW.0:M1.0,TW.1:M1.1,TW.2:M1.2,X.0:M1.3,TW.3:M2.0,TW.4:M2.1,TW.5:M3.0,TW.6:M3.1"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	0100F3121d2030d20	-	"TW.0:M1.0,TW.1:M1.1,TW.3:M2.0,TW.4:M2.1,TW.5:M3.0,TW.6:M3.1"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	-	-	-	-	-	-	-
45	2	6	ZPLRN0	ZPLRN0	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
45	2	6	CM3LRT	CM3LRT	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
45	3	6	ZPRLN0	ZPRLN0	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
45	3	6	CM3RLD	CM3RLD	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
45	2	4.5	EL10W0	EL10W0	-44.07	756.75	5	W	2	4	2	5	-	-	-	-	-	-	-	-	-	-	4	14	8	7	4	-	-	1	-	1	-	-	-	-	0	-	-	2	1	1	1	"TW.0:WM1.0,TW.1:WM1.1,TW.3:WM2.0,TW.4:WM2.1,TW.5:WM3.0,TW.6:WM3.1,TE.5:EM1.1,TE.6:EM1.0"	"D1.0:WM1.0,D1.1:WM2.0,D1.2:WM3.0,D1.4:EM1.0"	-	-	-	-	-	-	-
46	6	4	WW12A1	WW12A1	624.721	447.639	4	3	6	4	7	5	7	4	-	-	ZPLRN0	ZPRLN0	-	-	-	-	2	8	6	3	3	0	1	5	0	0	0	-	1	-	0	-	-	"TW.0:M1.0,TW.1:M1.1,TW.2:M1.2,X.0:M1.3,TW.3:M2.0,TW.4:M2.1,TW.5:M3.0,TW.6:M3.1"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	0100F3121d2030d20	-	"TW.0:M1.0,TW.1:M1.1,TW.3:M2.0,TW.4:M2.1,TW.5:M3.0,TW.6:M3.1"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	-	-	-	-	-	-	-
46	7	5	ZPLRN0	ZPLRN0	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
46	7	5	CM3LRT	CM3LRT	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
46	7	4	ZPRLN0	ZPRLN0	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
46	7	4	CM3RLD	CM3RLD	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
46	5.5	3.5	EL10W0	EL10W0	633.33	416.545	4	W	5	3	6	4	-	-	-	-	-	-	-	-	-	-	2	14	8	7	4	-	-	5	-	1	-	-	-	-	0	-	-	2	1	1	1	"TW.0:WM1.0,TW.1:WM1.1,TW.3:WM2.0,TW.4:WM2.1,TW.5:WM3.0,TW.6:WM3.1,TE.5:EM1.1,TE.6:EM1.0"	"D1.0:WM1.0,D1.1:WM2.0,D1.2:WM3.0,D1.4:EM1.0"	-	-	-	-	-	-	-
47	2	5	WW12A1	WW12A1	-75.299	764.839	5	3	2	5	2	6	3	6	-	-	ZPLRN0	ZPRLN0	-	-	-	-	4	8	6	3	3	0	1	1	0	0	0	-	2	-	0	-	-	"TW.0:M1.0,TW.1:M1.1,TW.2:M1.2,X.0:M1.3,TW.3:M2.0,TW.4:M2.1,TW.5:M3.0,TW.6:M3.1"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	0100F3121d2030d20	-	"TW.0:M1.0,TW.1:M1.1,TW.3:M2.0,TW.4:M2.1,TW.5:M3.0,TW.6:M3.1"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	-	-	-	-	-	-	-
47	2	6	ZPLRN0	ZPLRN0	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
47	2	6	CM3LRT	CM3LRT	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
47	3	6	ZPRLN0	ZPRLN0	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
47	3	6	CM3RLD	CM3RLD	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
47	2	4.5	EL10W0	EL10W0	-44.07	756.75	5	W	2	4	2	5	-	-	-	-	-	-	-	-	-	-	4	14	8	7	4	-	-	1	-	1	-	-	-	-	0	-	-	2	1	1	1	"TW.0:WM1.0,TW.1:WM1.1,TW.3:WM2.0,TW.4:WM2.1,TW.5:WM3.0,TW.6:WM3.1,TE.5:EM1.1,TE.6:EM1.0"	"D1.0:WM1.0,D1.1:WM2.0,D1.2:WM3.0,D1.4:EM1.0"	-	-	-	-	-	-	-
27	10	6	WW12A1	WW12A1	1127.651	834.789	4	3	10	6	11	7	11	6	-	-	ZPHSN0	ZPHSL0	-	-	-	-	2	8	6	3	3	0	1	22	0	0	0	-	1	-	0	-	-	"TW.0:M1.0,TW.1:M1.1,TW.2:M1.2,X.0:M1.3,TW.3:M2.0,TW.4:M2.1,TW.5:M3.0,TW.6:M3.1"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	0100F3121d2030d20	-	"TW.0:M1.0,TW.1:M1.1,TW.3:M2.0,TW.4:M2.1,TW.5:M3.0,TW.6:M3.1"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	-	-	-	-	-	-	-
27	11	7	ZPHSN0	ZPHSN0	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
27	11	7	CM3HTT	CM3HTT	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
